name,company,introduce,num,per,time
基金经理：刘万锋,招商基金管理有限公司,"
                            ,刘万锋:男,硕士。2005年7月加北京吉普汽车有限公司任财务岗,从事财务管理工作;2009年7月加入国家开发银行资金局,任交易员,从事资金管理、流动性组合管理工作;2014年6月加入招商基金管理有限公司,任助理基金经理,从事利率市场化研究,并协助基金经理进行组合管理。现任招商双债增强分级债券型证券投资基金(管理时间:2015年6月9日至今)、招商现金增值开放式证券投资基金的基金经理(管理时间:2015年1月14日至今)、招商招益一年定期开放债券型证券投资基金的基金经理(管理时间:2015年12月25日至今)。
                        ",454.23,9.93%,"
                            ,2年又277天,
                            ,2015-01-14
                            ,
                            ,
                            ,
                        "
基金经理：付斌,招商基金管理有限公司,"
                            ,付斌,男,硕士;2008年1月加入中欧基金管理有限公司任研究员,2009年8月加入银河基金管理有限公司任研究员,2014年3月加入招商基金管理有限公司,曾任投资管理四部助理基金经理,协助基金经理进行组合管理,现任投资管理四部总监助理兼招商先锋证券投资基金基金经理(管理时间:2015年1月14日至今)、招商优质成长混合型证券投资基金(LOF)基金经理(管理时间:2017年6月1日至今)。
                        ",33.37,38.25%,"
                            ,2年又277天,
                            ,2015-01-14
                            ,
                            ,
                            ,
                        "
基金经理：李亚,招商基金管理有限公司,"
                            ,李亚:2007年7月加入招商基金管理有限公司,曾任风险管 理部数量分析师,研究部行业研究员,现任研究部负责人、招商瑞丰灵活配置混合型发起式证券投资基金基金经理。
                        ",13.76,20.20%,"
                            ,2年又309天,
                            ,2014-12-13
                            ,
                            ,
                            ,
                        "
基金经理：何文韬,招商基金管理有限公司,"
                            ,何文韬:中国国籍,研究生、硕士。2007年加入招商基金管理有限公司,曾任交易员、研究员、助理投资经理,投资经理,先后从事交易、研究、投资组合的投资管理等工作,现任招商丰盛稳定增长灵活配置混合型证券投资基金、招商丰利灵活配置混合型证券投资基金、招商丰裕灵活配置混合型证券投资基金、招商丰享灵活配置混合型证券投资基金、招商睿逸稳健配置混合型证券投资基金、招商丰益灵活配置混合型证券投资基金及招商丰凯灵活配置混合型证券投资基金基金经理。
                        ",33.73,30.26%,"
                            ,3年又193天,
                            ,2014-04-08
                            ,
                            ,
                            ,
                        "
基金经理：马龙,招商基金管理有限公司,"
                            ,马龙,男,经济学博士。2009年7月加入泰达宏利基金管理有限公司,任研究员,从事宏观经济、债券市场策略、股票市场策略研究工作,2012年11月加入招商基金管理有限公司固定收益投资部,曾任研究员,从事宏观经济、债券市场策略研究,现任招商安心收益债券型证券投资基金基金经理(管理时间:2014年3月27日至今)、招商产业债券型证券投资基金基金经理(管理时间:2015年4月1日至今)、招商安益保本混合型证券投资基金基金经理(管理时间:2015年7月14日至今)、招商安弘保本混合型证券投资基金基金经理(管理时间:2015年12月29日至今)、招商安德保本混合型证券投资基金基金经理(管理时间:2016年2月18日至今)、招商安荣保本混合型证券投资基金基金经理(管理时间:2016年7月15日至今)、招商睿祥定期开放混合型证券投资基金基金经理(管理时间:2016年8月30日至今)及招商定期宝六个月理财债券型证券投资基金基金经理(管理时间:2017年6月16日至今)。
                        ",122.80,38.76%,"
                            ,3年又205天,
                            ,2014-03-27
                            ,
                            ,
                            ,
                        "
基金经理：郭锐,招商基金管理有限公司,"
                            ,郭锐,男,经济学硕士。2007年7月起先后任职于易方达基金管理有限公司及华夏基金管理有限公司,任行业研究员,从事钢铁、有色金属、建筑建材等行业的研究工作。 2011年加入招商基金管理有限公司,曾任首席行业研究员、助理基金经理、招商优势企业灵活配置混合型证券投资基金基金经理,现任招商核心价值混合型证券投资基金基金经理(管理时间:2015年2月10日至今),招商大盘蓝筹混合型证券投资基金基金经理(管理时间:2015年4月1日至今)、招商国企改革主题混合型证券投资基金基金经理(管理时间:2015年6月29日至今)及招商境远保本混合型证券投资基金基金经理(管理时间:2016年3月2日至今)。拟任本基金基金经理。
                        ",56.43,83.95%,"
                            ,5年又100天,
                            ,2012-07-10
                            ,
                            ,
                            ,
                        "
基金经理：向霈,招商基金管理有限公司,"
                            ,向霈,女,中国国籍,工商管理硕士。2006年加入招商基金管理有限公司,先后曾任职于市场部、股票投资部、交易部,2011年起任固定收益投资部研究员,现任招商招钱宝货币市场基金基金经理(管理时间:2014年3月25日至今)、招商招利1个月期理财债券型证券投资基金基金经理(管理时间:2015年4月8日至今)、招商信用添利债券型证券投资基金基金经理(管理时间:2015年6月9日至今)、招商招盈18个月定期开放债券型证券投资基金基金经理(管理时间:2016年6月1日至今)、招商财富宝交易型货币市场基金基金经理(管理时间:2016年6月30日至今)、招商中国信用机会定期开放债券型证券投资基金基金经理(QDII)(管理时间:2016年9月2日至今)、招商招轩纯债债券型证券投资基金基金经理(管理时间:2016年10月26日至今)、招商招泰6个月定期开放债券型证券投资基金基金经理(管理时间:2016年12月23日至今)及招商沪港深科技创新主题精选灵活配置混合型证券投资基金基金经理(管理时间:2017年4月26日至今)。拟任本基金基金经理。
                        ",1213.12,14.04%,"
                            ,3年又295天,
                            ,2013-12-27
                            ,
                            ,
                            ,
                        "
基金经理：贾成东,招商基金管理有限公司,"
                            ,贾成东先生:硕士研究生,2008年加入国泰基金管理有限公司,先后任宏观策略研究员、基金经理;2015年加入招商基金管理有限公司,现任投资管理四部负责人、招商安达保本混合型证券投资基金、招商安盈保本混合型证券投资基金及招商行业精选股票型证券投资基金基金经理。
                        ",23.54,54.55%,"
                            ,2年又259天,
                            ,2013-11-14
                            ,
                            ,
                            ,
                        "
基金经理：姚飞军,招商基金管理有限公司,"
                            ,姚飞军,男,硕士。2007年3月加入国泰基金管理有限公司,曾任交易员及交易主管;2012年8月加入长信基金管理有限公司,曾任交易总监及投资决策委员会委员;2015年7月加入招商基金管理有限公司,现任投资支持与创新部总监,负责投研支持工作、招商增荣混合型证券投资基金基金经理(管理时间:2016年6月3日至今)及招商丰凯灵活配置混合型证券投资基金基金经理(管理时间:2016年8月24日至今)。
                        ",14.32,13.00%,"
                            ,1年又136天,
                            ,2016-06-03
                            ,
                            ,
                            ,
                        "
基金经理：余芽芳,招商基金管理有限公司,"
                            ,余芽芳,女,2012年7月加入华创证券有限责任公司,曾任宏观助理分析师、宏观分析师,对国内宏观经济有较全面的研究经验;2016年4月加入招商基金管理有限公司,曾任固定收益投资部高级研究员,从事宏观经济研究工作,现任职于投资管理一部。现任招商瑞庆灵活配置混合型证券投资基金基金经理(管理时间:2017年4月13日至今)。
                        ",3.46,4.31%,"
                            ,187天,
                            ,2017-04-13
                            ,
                            ,
                            ,
                        "
基金经理：吴昊,招商基金管理有限公司,"
                            ,吴昊先生:工学硕士。2006年6月起任职于华泰联合证券有限责任公司研究所,任研究员,从事机械行业研究工作,2009年6月加入国泰君安证券股份有限公司,任研究所机械行业研究员。2010年加入招商基金管理有限公司,曾任高级行业研究员、助理基金经理,现任招商行业领先混合型证券投资基金基金经理(管理时间:2014年10月31日至今)。
                        ",5.63,116.81%,"
                            ,5年又190天,
                            ,2012-04-11
                            ,
                            ,
                            ,
                        "
基金经理：王景,招商基金管理有限公司,"
                            ,王景,女,中国国籍,经济学硕士。曾任职于中国石化乌鲁木齐石油化工总厂物资装备公司及国家环境保护总局对外合作中心。2003年起,先后于金鹰基金管理有限公司、中信基金管理有限公司及华夏基金管理有限公司工作,任行业研究员。2009年8月起,任东兴证券股份有限公司资产管理部投资经理。2010年8月加入招商基金管理有限公司,曾任招商安本增利债券型证券投资基金、招商安泰平衡型证券投资基金、招商安瑞进取债券型证券投资基金、招商安泰偏股混合型证券投资基金基金经理,现任本公司投资管理一部副总监兼行政负责人。
                        ",93.28,103.54%,"
                            ,5年又340天,
                            ,2011-09-20
                            ,
                            ,
                            ,
                        "
基金经理：王奇玮,招商基金管理有限公司,"
                            ,王奇玮,研究生、硕士,2011年加入长江证券股份有限公司研究部,曾任分析师、高级分析师、资深分析师,食品饮料小组组长;2014年12月加入招商基金管理有限公司, 任研究部高级研究员,现任投资管理四部助理基金经理。
                        ",5.86,3.69%,"
                            ,290天,
                            ,2016-12-31
                            ,
                            ,
                            ,
                        "
基金经理：滕越,招商基金管理有限公司,"
                            ,滕越,女,硕士。2009年7月加入民生证券股份有限公司,曾任分析师;2014年9月加入华创证券有限责任公司,曾任高级分析师;2016年3月加入招商基金管理有限公司固定收益投资部,从事固定收益类产品研究及投资组合辅助管理相关工作。现任招商安达保本混合型证券投资基金基金经理(管理时间:2017年3月11日至今)、招商安本增利债券型证券投资基金基金经理(管理时间:2017年7月29日至今)、招商稳盛定期开放灵活配置混合型证券投资基金基金经理(管理时间:2017年7月29日至今)、招商稳阳定期开放灵活配置混合型证券投资基金基金经理(管理时间:2017年7月29日至今)、招商信用增强债券型证券投资基金基金经理(管理时间:2017年7月29日至今)。
                        ",27.14,2.36%,"
                            ,220天,
                            ,2017-03-11
                            ,
                            ,
                            ,
                        "
基金经理：张西林,招商基金管理有限公司,"
                            ,张西林:2010年6月加入上海申银万国证券研究所有限公司,历任交通运输行业分析师、高级分析师、资深高级分析师及现代服务业研究部副总监;2015年11月加入招商基金管理有限公司,任研究部副总监,从事证券投资研究以及协助部门管理工作。
                        ",1.69,16.94%,"
                            ,187天,
                            ,2017-04-13
                            ,
                            ,
                            ,
                        "
基金经理：赵若琼,益民基金管理有限公司,"
                            ,赵若琼:硕士,历任民生证券研究院行业研究员,方正证券研究所行业研究员,2015年6月加入益民基金管理有限公司任研究部研究员。
                        ",1.43,10.41%,"
                            ,231天,
                            ,2017-02-28
                            ,
                            ,
                            ,
                        "
基金经理：王海华,银河基金管理有限公司,"
                            ,王海华先生:硕士研究生学历,曾就职于中石化集团第三建设公司、宁波华能国际贸易与经济合作有限公司。2004年6月加入银河基金管理有限公司,历任中央交易室交易员、研究部研究员、银河行业优选混合型证券投资基金的基金经理助理。2013年12月起担任银河行业优选混合型证券投资基金的基金经理, 2014年11月起担任银河康乐股票型证券投资基金的基金经理,2015年6月起担任银河蓝筹精选混合型证券投资基金的基金经理。
                        ",36.39,96.06%,"
                            ,3年又318天,
                            ,2013-12-04
                            ,
                            ,
                            ,
                        "
基金经理：李佳存,招商基金管理有限公司,"
                            ,李佳存:硕士,2008年7月硕士毕业后即加入广发基金管理有限公司,任研究部研究员,一直从事医药行业研究工作,并于2011 年3 月起升任研究部总经理助理。2014 年2 月加入招商基金管理有限公司,任研究部研究员,现任招商医药健康产业股票型证券投资基金、招商康泰养老灵活配置混合型证券投资基金及招商安博保本混合型证券投资基金基金经理。
                        ",22.38,12.20%,"
                            ,2年又261天,
                            ,2015-01-30
                            ,
                            ,
                            ,
                        "
基金经理：神玉飞,银河基金管理有限公司,"
                            ,神玉飞先生,中共党员,博士研究生学历,7年证券从业经历。2007年9月加入银河基金管理有限公司,曾担任宏观策略研究员、行业研究员、银丰证券投资基金的基金经理助理等职,期间主要从事宏观策略行业研究和股票投资策略研究工作。自2012年12月起担任银丰证券投资基金的基金经理。
                        ",35.00,63.26%,"
                            ,4年又301天,
                            ,2012-12-21
                            ,
                            ,
                            ,
                        "
基金经理：卢轶乔,银河基金管理有限公司,"
                            ,卢轶乔:中国国籍,博士研究生、博士。曾就职于建设银行。2008年7月加入银河基金管理有限公司,历任研究员、基金经理助理等职,现担任基金经理。
                        ",27.28,87.17%,"
                            ,4年又301天,
                            ,2012-12-21
                            ,
                            ,
                            ,
                        "
基金经理：张杨,银河基金管理有限公司,"
                            ,张杨:硕士研究生学历,CFA三级证书,曾先后就职于上海证券股份有限公司、东方证券股份有限公司,从事宏观经济及股票策略研究工作。2008年9月加入银河基金管理有限公司,历任研究员、基金经理助理等职务。2011年10月起担任银河银泰理财分红证券投资基金的基金经理,2014年5月起担任银河美丽优萃混合型证券投资基金的基金经理,2014年11月起担任银河康乐混合型证券投资基金的基金经理。
                        ",26.71,98.67%,"
                            ,6年又9天,
                            ,2011-10-10
                            ,
                            ,
                            ,
                        "
基金经理：赵语涛,浙江浙商证券资产管理有限公司,"
                            ,赵语涛:男,上海交通大学工学博士。历任东海证券、海通证券资产管理部、兴业基金研究员,浙商资管公募基金部基金经理助理,自2016年3月10日起任浙商汇金转型成长混合型证券投资基金的基金经理,自2016年2月29日起任浙商汇金转型升级灵活配置混合型证券投资基金的基金经理。
                        ",4.44,13.46%,"
                            ,1年又231天,
                            ,2016-02-29
                            ,
                            ,
                            ,
                        "
基金经理：韩晶,银河基金管理有限公司,"
                            ,韩晶先生,中共党员,经济学硕士,曾就职于中国民族证券有限责任公司,期间从事交易清算、产品设计、投资管理等工作。2008年6月加入银河基金管理有限公司,先后担任债券经理助理、债券经理等职务。现任固定收益部负责人、基金经理。2011年8月起担任银河银信添利债券型证券投资基金的基金经理,2012年11月起担任银河领先债券型证券投资基金的基金经理,2014年7月起担任银河收益证券投资基金的基金经理,2015年4月起担任银河鑫利灵活配置混合型证券投资基金的基金经理,2015年6月起担任银河鸿利灵活配置混合型证券投资基金的基金经理,2016年3月起担任银河泽利保本混合型证券投资基金、银河润利保本混合型证券投资基金的基金经理, 2016年5月起担任银河旺利灵活配置混合型证券投资基金的基金经理,2016年8月起担任银河君尚灵活配置混合型证券投资基金的基金经理,2016年9月起担任银河君信灵活配置混合型证券投资基金的基金经理、银河君荣灵活配置混合型证券投资基金的基金经理,2016年11月起担任银河君耀灵活配置混合型证券投资基金的基金经理。2016年12月起担任银河君怡纯债债券型证券投资基金的基金经理、银河君盛灵活配置混合型证券投资基金的基金经理、银河君润灵活配置混合型证券投资基金的基金经理、银河睿利灵活配置混合型证券投资基金的基金经理,2017年4月起担任银河君辉纯债债券型证券投资基金的基金经理。
                        ",209.02,77.01%,"
                            ,7年又278天,
                            ,2010-01-14
                            ,
                            ,
                            ,
                        "
基金经理：唐弋迅,信达澳银基金管理有限公司,"
                            ,唐弋迅:中国人民大学世界经济专业硕士。2012年7月至2014年7月在第一创业证券,任研究所债券研究员;2014年7月至2015年9月在第一创业证券,任固定收益部销售经理、产品经理;2015年9月至2016年7月在第一创业证券,任固定收益部债券交易员、投资经理助理。2016年8月加入信达澳银基金,任信达澳银慧理财货币基金基金经理(2016年11月25日起至今)、信达澳银新目标混合基金基金经理(2016年11月25日起至今)、信达澳银新财富混合基金基金经理(2016年11月25日起至今)。
                        ",7.08,16.85%,"
                            ,326天,
                            ,2016-11-25
                            ,
                            ,
                            ,
                        "
基金经理：李朝伟,信达澳银基金管理有限公司,"
                            ,李朝伟先生:复旦大学经济学硕士。2011年7月至2013年7月在平安大华基金管理有限公司,任行业研究员;2013年7月至2015年4月在上投摩根基金管理有限公司,任研究员;2015年4月至2015年11月在大成基金管理有限公司,任基金经理助理; 2015年11月加入信达澳银基金公司,历任股票投资部高级研究员、信达澳银精华灵活配置混合基金基金经理(2016年1月8日起至今)、信达澳银领先增长混合基金基金经理(2016年5月11日起至今)。
                        ",26.65,26.27%,"
                            ,1年又283天,
                            ,2016-01-08
                            ,
                            ,
                            ,
                        "
基金经理：张培培,信达澳银基金管理有限公司,"
                            ,张培培,2011年3月加入信达澳银基金公司,历任研究咨询部研究员、信达澳银产业升级混合基金基金经理助理、信达澳银精华灵活配置混合基金基金经理助理。
                        ",0.78,-5.06%,"
                            ,1年又283天,
                            ,2016-01-08
                            ,
                            ,
                            ,
                        "
基金经理：王辉良,信达澳银基金管理有限公司,"
                            ,王辉良,2006年7月至2010年8月在招商基金管理有限公司,任策略研究员;2010年8月至2012年4月在华宝兴业基金管理有限公司,任高级分析师;2013年1月加入信达澳银基金公司,历任高级策略研究员、信达澳银中小盘混合基金基金经理助理、信达澳银红利回报混合基金基金经理助理。
                        ",0.75,7.59%,"
                            ,1年又283天,
                            ,2016-01-08
                            ,
                            ,
                            ,
                        "
基金经理：冯士祯,信达澳银基金管理有限公司,"
                            ,冯士祯先生:北京大学金融学硕士。2011年7月加入信达澳银基金公司,历任研究咨询部研究员、信达澳银精华灵活配置混合基金基金经理助理、信达澳银消费优选混合基金基金经理助理、信达澳银领先增长混合基金基金经理(2015年5月9日起)、信达澳银中小盘混合基金基金经理(2015年7月1日起)、信达澳银消费优选混合基金基金经理(2015年8月19日起)、信达澳银转型创新股票基金基金经理(2016年9月14日起)。
                        ",12.51,19.69%,"
                            ,2年又162天,
                            ,2015-05-09
                            ,
                            ,
                            ,
                        "
基金经理：冯明远,信达澳银基金管理有限公司,"
                            ,冯明远:浙江大学工学硕士。2010年9月,任平安证券综合研究所研究员,2014年1月加入信达澳银基金公司,现任研究咨询部研究员,信达澳银领先增长混合基金及信达澳银转型创新股票基金基金经理助理。
                        ",0.88,38.84%,"
                            ,363天,
                            ,2016-10-19
                            ,
                            ,
                            ,
                        "
基金经理：曾国富,信达澳银基金管理有限公司,"
                            ,曾国富先生:上海财经大学管理学硕士。1994年至2005年历任深圳大华会计师事务所审计部经理,大鹏证券有限责任公司投资银行部业务董事、内部审核委员会委员,平安证券有限责任公司资本市场事业部业务总监、内部审核委员会委员,国海富兰克林基金管理有限公司研究分析部分析员。2006年9月加入信达澳银基金,历任高级分析师、投资副总监、投资研究部下股票投资部总经理、研究副总监、研究总监、公募投资总部副总监,信达澳银精华配置混合基金基金经理(2008年7月30日至2011年12月16日)、信达澳银红利回报混合基金基金经理(2010年7月28日至2011年12月16日)、信达澳银中小盘混合基金基金经理(2009年12月1日至2014年2月22日)、信达澳银产业升级混合基金基金经理(2015年2月14日起至今)。
                        ",14.04,44.87%,"
                            ,8年又89天,
                            ,2008-07-30
                            ,
                            ,
                            ,
                        "
基金经理：孔学峰,信达澳银基金管理有限公司,"
                            ,孔学峰:中国国籍,中央财经大学金融学硕士。历任金元证券股份有限公司研究员、固定收益总部副总经理;2011年8月加入信达澳银基金公司,历任投资研究部下固定收益部总经理、固定收益副总监、公募投资总部副总监、信达澳银稳定价值债券基金基金经理(2011年9月29日起至今)、信达澳银稳定增利债券基金(LOF)基金经理(2012年5月7日起至今)、信达澳银信用债债券基金基金经理(2013年5月14日起至今)、信达澳银慧管家货币市场基金基金经理(2014年6月26日起至今)、信达澳银纯债债券基金基金经理(2016年8月4日起至今),信达澳银慧理财货币基金基金经理(2016年9月30日起至今)。
                        ",137.83,55.93%,"
                            ,6年又20天,
                            ,2011-09-29
                            ,
                            ,
                            ,
                        "
基金经理：纪云飞,中邮创业基金管理股份有限公司,"
                            ,纪云飞:中国国籍,博士研究生。曾担任首创证券有限责任公司证券投资总部总经理助理、中邮创业基金管理股份有限公司行业研究员、基金经理助理,现担任中邮核心优选混合型证券投资基金基金经理。
                        ",88.63,2.37%,"
                            ,281天,
                            ,2017-01-09
                            ,
                            ,
                            ,
                        "
基金经理：余红,中邮创业基金管理股份有限公司,"
                            ,余红:大学本科,曾任职于浦发银行北京分行国际部、外汇管理部、中小企业业务经营中心、中邮创业基金管理股份有限公司中邮稳定收益债券型证券投资基金基金经理助理兼研究员,现担任中邮货币市场基金基金经理。
                        ",62.34,6.49%,"
                            ,1年又357天,
                            ,2015-10-26
                            ,
                            ,
                            ,
                        "
基金经理：唐光英,浙江浙商证券资产管理有限公司,"
                            ,唐光英,2007年3月-2010年6月,任上海证券有限责任公司资产管理总部研究员;2010年7月-2013年10月,任诺德基金管理
有限公司投资研究部高级研究员;2013年11月-2015年5月,任浙江浙商证券资产管理有限公司权益投资部投资主办。
                        ",4.80,-10.42%,"
                            ,2年又51天,
                            ,2015-08-28
                            ,
                            ,
                            ,
                        "
基金经理：楼华锋,银河基金管理有限公司,"
                            ,楼华锋先生, 中共党员,硕士研究生学历,7年证券从业经历,先后就职于东方证券股份有限公司研究所分析师、光大证券股份有限公司信用业务高级经理、方正证券股份有限公司研究所分析师。2015年8月加入银河基金管理有限公司,现任数量与指数工作室负责人、基金经理。2016年1月起担任银河定投宝中证腾讯济安价值100A股指数型发起式证券投资基金的基金经理,2016年12月起担任银河君盛灵活配置混合型证券投资基金的基金经理,2017年4月起担任银河量化优选混合型证券投资基金的基金经理。
                        ",16.20,7.59%,"
                            ,1年又285天,
                            ,2016-01-06
                            ,
                            ,
                            ,
                        "
基金经理：刘田,中邮创业基金管理股份有限公司,"
                            ,刘田先生:经济学硕士,曾任中邮核心成长混合型证券投资基金基金经理助理,现担任中邮核心成长混合型证券投资基金基金经理、中邮创新优势灵活配置混合型证券投资基金基金经理。
                        ",70.71,4.59%,"
                            ,1年又299天,
                            ,2015-12-23
                            ,
                            ,
                            ,
                        "
基金经理：罗博,银河基金管理有限公司,"
                            ,罗博先生,博士研究生学历,。曾就职于华夏银行,中信万通证券有限公司,期间从事企业金融、投资银行业务及上市公司购并等工作。2006年2月加入银河基金管理有限公司,历任产品设计经理、衍生品数量化投资研究员、行业研究员等职务,2009年12月起担任银河沪深300价值指数证券投资基金的基金经理,2013年3月起担任银河沪深300成长增强指数分级证券投资基金的基金经理,2014年3月起担任银河定投宝中证腾讯济安价值100A股指数型发起式证券投资基金的基金经理。
                        ",15.26,82.90%,"
                            ,7年又295天,
                            ,2009-12-28
                            ,
                            ,
                            ,
                        "
基金经理：吴昊,中邮创业基金管理股份有限公司,"
                            ,吴昊先生:理学硕士,曾任宏源证券股份有限公司固定收益研究员、中邮创业基金管理股份有限公司固定收益研究员、中邮双动力混合型证券投资基金基金经理助理,现任中邮创业基金管理股份有限公司中邮稳定收益债券型基金基金经理、中邮稳健添利灵活配置混合型证券投资基金基金经理、中邮乐享收益灵活配置混合型证券投资基金基金经理。
                        ",74.54,17.62%,"
                            ,2年又67天,
                            ,2015-08-12
                            ,
                            ,
                            ,
                        "
基金经理：俞科进,中邮创业基金管理股份有限公司,"
                            ,俞科进先生:经济学硕士,曾任安徽省池州市殷汇中学教师、中国人保寿险有限公司职员、长江证券股份有限公司金融工程分析师、中邮创业基金管理股份有限公司金融工程研究员、中邮核心竞争力灵活配置混合型证券投资基金基金经理助理、量化投资部员工,现任中邮创业基金管理股份有限公司量化投资部副总经理兼中邮上证380指数增强型证券投资基金基金经理。
                        ",45.38,-10.80%,"
                            ,2年又137天,
                            ,2015-06-03
                            ,
                            ,
                            ,
                        "
基金经理：陈梁,中邮创业基金管理股份有限公司,"
                            ,陈梁先生:经济学硕士,曾担任大连实德集团市场专员、华夏基金管理有限公司行业研究员、中信产业投资基金管理有限公司高级研究员,曾任中邮创业基金管理股份有限公司研究部副总经理、中邮创业基金管理股份有限公司中邮乐享收益灵活配置混合型证券投资基金基金经理。现任中邮创业基金管理股份有限公司投资部副总经理兼中邮多策略灵活配置混合型证券投资基金基金经理、中邮核心主题混合型证券投资基金基金经理、中邮稳健添利灵活配置混合型证券投资基金基金经理。
                        ",21.77,29.70%,"
                            ,3年又86天,
                            ,2014-07-24
                            ,
                            ,
                            ,
                        "
基金经理：周楠,中邮创业基金管理股份有限公司,"
                            ,周楠先生,工商管理硕士,曾任大唐微电子技术有限公司工程师、大唐电信科技股份有限公司产品工程师、中邮创业基金管理股份有限公司行业研究员、中邮战略新兴产业混合型证券投资基金基金经理助理、中邮核心竞争力灵活配置混合型证券投资基金基金经理助理,现任中邮创业基金管理股份有限公司中邮信息产业灵活配置混合型证券投资基金基金经理。
                        ",50.78,3.50%,"
                            ,2年又145天,
                            ,2015-05-26
                            ,
                            ,
                            ,
                        "
基金经理：任泽松,中邮创业基金管理股份有限公司,"
                            ,任泽松先生:理学硕士,曾任毕马威华振会计师事务所审计员、北京源乐晟资产管理有限公司行业研究员、中邮创业基金管理股份有限公司行业研究员、中邮核心成长混合型证券投资基金基金经理助理、中邮战略新兴产业混合型证券投资基金基金经理助理、投资部总经理助理、投资部副总经理,现任中邮创业基金管理股份有限公司投资部总经理兼投研总部任泽松投资工作室总负责人、中邮战略新兴产业混合型证券投资基金基金经理、中邮双动力混合型证券投资基金基金经理、中邮核心竞争力灵活配置混合型证券投资基金基金经理、中邮信息产业灵活配置混合型证券投资基金基金经理。
                        ",124.99,296.84%,"
                            ,4年又301天,
                            ,2012-12-21
                            ,
                            ,
                            ,
                        "
基金经理：张萌,中邮创业基金管理股份有限公司,"
                            ,张萌女士:商学、经济学硕士,曾任中信银行总行营业部国际业务部主管、日本瑞穗银行悉尼分行资金部助理、澳大利亚康联首域全球资产管理公司全球固定收益与信用投资部基金交易经理、中邮创业基金管理股份有限公司固定收益部负责人、固定收益部总经理,现任中邮创业基金管理股份有限公司固定收益副总监兼中邮稳定收益债券型证券投资基金基金经理、中邮定期开放债券型证券投资基金基金经理、中邮双动力混合型证券投资基金基金经理、中邮稳健添利灵活配置混合型证券投资基金基金经理。
                        ",103.36,51.90%,"
                            ,4年又331天,
                            ,2012-11-21
                            ,
                            ,
                            ,
                        "
基金经理：许忠海,中邮创业基金管理股份有限公司,"
                            ,许忠海 :曾任职于Brady中国区研发中心、方正证券股份有限公司,中邮创业基金管理股份有限公司中邮核心成长混合型证券投资基金基金经理兼行业研究员、中邮创业基金管理股份有限公司中邮核心成长混合型证券投资基金、中邮创新优势灵活配置混合型证券投资基金基金经理。
                        ",15.89,3.30%,"
                            ,2年又184天,
                            ,2015-04-17
                            ,
                            ,
                            ,
                        "
基金经理：曹思,中邮创业基金管理股份有限公司,"
                            ,曹思女士:大学本科,曾任中邮创业基金管理有限公司行业研究员、中邮中小盘灵活配置混合型证券投资基金基金经理助理,现任中邮核心竞争力灵活配置混合型证券投资基金基金经理。
                        ",2.60,107.30%,"
                            ,3年又144天,
                            ,2014-05-27
                            ,
                            ,
                            ,
                        "
基金经理：张腾,中邮创业基金管理股份有限公司,"
                            ,张腾先生:工学硕士,曾任上海申银万国证券研究所有限公司研究员、中邮创业基金管理股份有限公司行业研究员、中邮核心优势灵活配置混合型证券投资基金基金经理助理,现任中邮核心优势灵活配置混合型证券投资基金基金经理。
                        ",12.36,-1.06%,"
                            ,2年又214天,
                            ,2015-03-18
                            ,
                            ,
                            ,
                        "
基金经理：许进财,中邮创业基金管理股份有限公司,"
                            ,许进财先生:经济学硕士,曾任安信证券股份有限公司投资经理助理、中邮创业基金管理股份有限公司行业研究员、中邮中小盘灵活配置混合型证券投资基金基金经理助理,现任中邮创业基金管理股份有限公司投研总部许进财投资工作室总负责人兼中邮中小盘灵活配置混合型证券投资基金基金经理、中邮趋势精选灵活配置混合型证券投资基金基金经理。
                        ",59.79,171.32%,"
                            ,4年又301天,
                            ,2012-12-21
                            ,
                            ,
                            ,
                        "
基金经理：乔嘉麒,永赢基金管理有限公司,"
                            ,乔嘉麒:复旦大学经济学硕士、复旦大学经济学学士,曾任职于宁波银行金融市场部,现任永赢基金管理有限公司固定收益总监助理。
                        ",169.02,1.79%,"
                            ,144天,
                            ,2017-05-26
                            ,
                            ,
                            ,
                        "
基金经理：杨欢,中邮创业基金管理股份有限公司,"
                            ,杨欢先生:经济学硕士,曾任中国银河证券股份有限公司研究部研究员、中邮创业基金管理股份有限公司行业研究员、中邮中小盘灵活配置混合型证券投资基金基金经理助理,现任中邮中小盘灵活配置混合型证券投资基金基金经理兼中邮趋势精选灵活配置混合型基金基金经理。
                        ",44.14,0.50%,"
                            ,2年又121天,
                            ,2015-06-19
                            ,
                            ,
                            ,
                        "
基金经理：王曼,中邮创业基金管理股份有限公司,"
                            ,王曼女士:经济学硕士,曾任中邮创业基金管理股份有限公司行业研究员,现任中邮创业基金管理股份有限公司中邮核心成长混合型证券投资基金基金经理助理。
                        ",2.29,6.10%,"
                            ,1年又264天,
                            ,2016-01-27
                            ,
                            ,
                            ,
                        "
基金经理：张大木,永赢基金管理有限公司,"
                            ,张大木先生:美国Villanova 大学计算机研究生。13 年证券从业经验。曾任美国沃顿商学院高级数据分析师,美国巴克莱国际资产管理公司(BGI)投资分析员,博时基金管理有限公司量化分析师,投资经理,现任永赢基金管理有限公司量化投资总监。
                        ",1.33,15.40%,"
                            ,2年又73天,
                            ,2015-08-06
                            ,
                            ,
                            ,
                        "
